row_index,name,original,dataset,emotion,sigma,blur_name,blur_path,person_id
645,1050.png,KA.HA2.30.png,JAFFE,happy,0,1050_s0.png,data/1_blurred/sigma_0/1050_s0.png,KA
646,1050.png,KA.HA2.30.png,JAFFE,happy,1,1050_s1.png,data/1_blurred/sigma_1/1050_s1.png,KA
647,1050.png,KA.HA2.30.png,JAFFE,happy,2,1050_s2.png,data/1_blurred/sigma_2/1050_s2.png,KA
648,1050.png,KA.HA2.30.png,JAFFE,happy,3,1050_s3.png,data/1_blurred/sigma_3/1050_s3.png,KA
649,1050.png,KA.HA2.30.png,JAFFE,happy,4,1050_s4.png,data/1_blurred/sigma_4/1050_s4.png,KA
650,1051.png,MK.DI3.130.png,JAFFE,disgust,0,1051_s0.png,data/1_blurred/sigma_0/1051_s0.png,MK
651,1051.png,MK.DI3.130.png,JAFFE,disgust,1,1051_s1.png,data/1_blurred/sigma_1/1051_s1.png,MK
652,1051.png,MK.DI3.130.png,JAFFE,disgust,2,1051_s2.png,data/1_blurred/sigma_2/1051_s2.png,MK
653,1051.png,MK.DI3.130.png,JAFFE,disgust,3,1051_s3.png,data/1_blurred/sigma_3/1051_s3.png,MK
654,1051.png,MK.DI3.130.png,JAFFE,disgust,4,1051_s4.png,data/1_blurred/sigma_4/1051_s4.png,MK
655,1052.png,KM.SA3.11.png,JAFFE,sad,0,1052_s0.png,data/1_blurred/sigma_0/1052_s0.png,KM
656,1052.png,KM.SA3.11.png,JAFFE,sad,1,1052_s1.png,data/1_blurred/sigma_1/1052_s1.png,KM
657,1052.png,KM.SA3.11.png,JAFFE,sad,2,1052_s2.png,data/1_blurred/sigma_2/1052_s2.png,KM
658,1052.png,KM.SA3.11.png,JAFFE,sad,3,1052_s3.png,data/1_blurred/sigma_3/1052_s3.png,KM
659,1052.png,KM.SA3.11.png,JAFFE,sad,4,1052_s4.png,data/1_blurred/sigma_4/1052_s4.png,KM
660,1053.png,KL.AN2.168.png,JAFFE,angry,0,1053_s0.png,data/1_blurred/sigma_0/1053_s0.png,KL
661,1053.png,KL.AN2.168.png,JAFFE,angry,1,1053_s1.png,data/1_blurred/sigma_1/1053_s1.png,KL
662,1053.png,KL.AN2.168.png,JAFFE,angry,2,1053_s2.png,data/1_blurred/sigma_2/1053_s2.png,KL
663,1053.png,KL.AN2.168.png,JAFFE,angry,3,1053_s3.png,data/1_blurred/sigma_3/1053_s3.png,KL
664,1053.png,KL.AN2.168.png,JAFFE,angry,4,1053_s4.png,data/1_blurred/sigma_4/1053_s4.png,KL
665,1054.png,YM.SA1.55.png,JAFFE,sad,0,1054_s0.png,data/1_blurred/sigma_0/1054_s0.png,YM
666,1054.png,YM.SA1.55.png,JAFFE,sad,1,1054_s1.png,data/1_blurred/sigma_1/1054_s1.png,YM
667,1054.png,YM.SA1.55.png,JAFFE,sad,2,1054_s2.png,data/1_blurred/sigma_2/1054_s2.png,YM
668,1054.png,YM.SA1.55.png,JAFFE,sad,3,1054_s3.png,data/1_blurred/sigma_3/1054_s3.png,YM
669,1054.png,YM.SA1.55.png,JAFFE,sad,4,1054_s4.png,data/1_blurred/sigma_4/1054_s4.png,YM
670,1055.png,TM.SA3.186.png,JAFFE,sad,0,1055_s0.png,data/1_blurred/sigma_0/1055_s0.png,TM
671,1055.png,TM.SA3.186.png,JAFFE,sad,1,1055_s1.png,data/1_blurred/sigma_1/1055_s1.png,TM
672,1055.png,TM.SA3.186.png,JAFFE,sad,2,1055_s2.png,data/1_blurred/sigma_2/1055_s2.png,TM
673,1055.png,TM.SA3.186.png,JAFFE,sad,3,1055_s3.png,data/1_blurred/sigma_3/1055_s3.png,TM
674,1055.png,TM.SA3.186.png,JAFFE,sad,4,1055_s4.png,data/1_blurred/sigma_4/1055_s4.png,TM
675,1056.png,UY.FE2.153.png,JAFFE,fear,0,1056_s0.png,data/1_blurred/sigma_0/1056_s0.png,UY
676,1056.png,UY.FE2.153.png,JAFFE,fear,1,1056_s1.png,data/1_blurred/sigma_1/1056_s1.png,UY
677,1056.png,UY.FE2.153.png,JAFFE,fear,2,1056_s2.png,data/1_blurred/sigma_2/1056_s2.png,UY
678,1056.png,UY.FE2.153.png,JAFFE,fear,3,1056_s3.png,data/1_blurred/sigma_3/1056_s3.png,UY
679,1056.png,UY.FE2.153.png,JAFFE,fear,4,1056_s4.png,data/1_blurred/sigma_4/1056_s4.png,UY
680,1057.png,YM.FE1.67.png,JAFFE,fear,0,1057_s0.png,data/1_blurred/sigma_0/1057_s0.png,YM
681,1057.png,YM.FE1.67.png,JAFFE,fear,1,1057_s1.png,data/1_blurred/sigma_1/1057_s1.png,YM
682,1057.png,YM.FE1.67.png,JAFFE,fear,2,1057_s2.png,data/1_blurred/sigma_2/1057_s2.png,YM
683,1057.png,YM.FE1.67.png,JAFFE,fear,3,1057_s3.png,data/1_blurred/sigma_3/1057_s3.png,YM
684,1057.png,YM.FE1.67.png,JAFFE,fear,4,1057_s4.png,data/1_blurred/sigma_4/1057_s4.png,YM
685,1058.png,MK.SU3.124.png,JAFFE,surprise,0,1058_s0.png,data/1_blurred/sigma_0/1058_s0.png,MK
686,1058.png,MK.SU3.124.png,JAFFE,surprise,1,1058_s1.png,data/1_blurred/sigma_1/1058_s1.png,MK
687,1058.png,MK.SU3.124.png,JAFFE,surprise,2,1058_s2.png,data/1_blurred/sigma_2/1058_s2.png,MK
688,1058.png,MK.SU3.124.png,JAFFE,surprise,3,1058_s3.png,data/1_blurred/sigma_3/1058_s3.png,MK
689,1058.png,MK.SU3.124.png,JAFFE,surprise,4,1058_s4.png,data/1_blurred/sigma_4/1058_s4.png,MK
690,1059.png,KR.SA3.79.png,JAFFE,sad,0,1059_s0.png,data/1_blurred/sigma_0/1059_s0.png,KR
691,1059.png,KR.SA3.79.png,JAFFE,sad,1,1059_s1.png,data/1_blurred/sigma_1/1059_s1.png,KR
692,1059.png,KR.SA3.79.png,JAFFE,sad,2,1059_s2.png,data/1_blurred/sigma_2/1059_s2.png,KR
693,1059.png,KR.SA3.79.png,JAFFE,sad,3,1059_s3.png,data/1_blurred/sigma_3/1059_s3.png,KR
694,1059.png,KR.SA3.79.png,JAFFE,sad,4,1059_s4.png,data/1_blurred/sigma_4/1059_s4.png,KR
695,1060.png,KL.SA1.161.png,JAFFE,sad,0,1060_s0.png,data/1_blurred/sigma_0/1060_s0.png,KL
696,1060.png,KL.SA1.161.png,JAFFE,sad,1,1060_s1.png,data/1_blurred/sigma_1/1060_s1.png,KL
697,1060.png,KL.SA1.161.png,JAFFE,sad,2,1060_s2.png,data/1_blurred/sigma_2/1060_s2.png,KL
698,1060.png,KL.SA1.161.png,JAFFE,sad,3,1060_s3.png,data/1_blurred/sigma_3/1060_s3.png,KL
699,1060.png,KL.SA1.161.png,JAFFE,sad,4,1060_s4.png,data/1_blurred/sigma_4/1060_s4.png,KL
700,1061.png,KR.NE2.72.png,JAFFE,neutral,0,1061_s0.png,data/1_blurred/sigma_0/1061_s0.png,KR
701,1061.png,KR.NE2.72.png,JAFFE,neutral,1,1061_s1.png,data/1_blurred/sigma_1/1061_s1.png,KR
702,1061.png,KR.NE2.72.png,JAFFE,neutral,2,1061_s2.png,data/1_blurred/sigma_2/1061_s2.png,KR
703,1061.png,KR.NE2.72.png,JAFFE,neutral,3,1061_s3.png,data/1_blurred/sigma_3/1061_s3.png,KR
704,1061.png,KR.NE2.72.png,JAFFE,neutral,4,1061_s4.png,data/1_blurred/sigma_4/1061_s4.png,KR
705,1062.png,KM.SU1.14.png,JAFFE,surprise,0,1062_s0.png,data/1_blurred/sigma_0/1062_s0.png,KM
706,1062.png,KM.SU1.14.png,JAFFE,surprise,1,1062_s1.png,data/1_blurred/sigma_1/1062_s1.png,KM
707,1062.png,KM.SU1.14.png,JAFFE,surprise,2,1062_s2.png,data/1_blurred/sigma_2/1062_s2.png,KM
708,1062.png,KM.SU1.14.png,JAFFE,surprise,3,1062_s3.png,data/1_blurred/sigma_3/1062_s3.png,KM
709,1062.png,KM.SU1.14.png,JAFFE,surprise,4,1062_s4.png,data/1_blurred/sigma_4/1062_s4.png,KM
710,1063.png,KR.SU3.82.png,JAFFE,surprise,0,1063_s0.png,data/1_blurred/sigma_0/1063_s0.png,KR
711,1063.png,KR.SU3.82.png,JAFFE,surprise,1,1063_s1.png,data/1_blurred/sigma_1/1063_s1.png,KR
712,1063.png,KR.SU3.82.png,JAFFE,surprise,2,1063_s2.png,data/1_blurred/sigma_2/1063_s2.png,KR
713,1063.png,KR.SU3.82.png,JAFFE,surprise,3,1063_s3.png,data/1_blurred/sigma_3/1063_s3.png,KR
714,1063.png,KR.SU3.82.png,JAFFE,surprise,4,1063_s4.png,data/1_blurred/sigma_4/1063_s4.png,KR
715,1064.png,NM.DI1.107.png,JAFFE,disgust,0,1064_s0.png,data/1_blurred/sigma_0/1064_s0.png,NM
716,1064.png,NM.DI1.107.png,JAFFE,disgust,1,1064_s1.png,data/1_blurred/sigma_1/1064_s1.png,NM
717,1064.png,NM.DI1.107.png,JAFFE,disgust,2,1064_s2.png,data/1_blurred/sigma_2/1064_s2.png,NM
718,1064.png,NM.DI1.107.png,JAFFE,disgust,3,1064_s3.png,data/1_blurred/sigma_3/1064_s3.png,NM
719,1064.png,NM.DI1.107.png,JAFFE,disgust,4,1064_s4.png,data/1_blurred/sigma_4/1064_s4.png,NM
720,1065.png,KM.FE1.23.png,JAFFE,fear,0,1065_s0.png,data/1_blurred/sigma_0/1065_s0.png,KM
721,1065.png,KM.FE1.23.png,JAFFE,fear,1,1065_s1.png,data/1_blurred/sigma_1/1065_s1.png,KM
722,1065.png,KM.FE1.23.png,JAFFE,fear,2,1065_s2.png,data/1_blurred/sigma_2/1065_s2.png,KM
723,1065.png,KM.FE1.23.png,JAFFE,fear,3,1065_s3.png,data/1_blurred/sigma_3/1065_s3.png,KM
724,1065.png,KM.FE1.23.png,JAFFE,fear,4,1065_s4.png,data/1_blurred/sigma_4/1065_s4.png,KM
725,1066.png,KL.AN3.169.png,JAFFE,angry,0,1066_s0.png,data/1_blurred/sigma_0/1066_s0.png,KL
726,1066.png,KL.AN3.169.png,JAFFE,angry,1,1066_s1.png,data/1_blurred/sigma_1/1066_s1.png,KL
727,1066.png,KL.AN3.169.png,JAFFE,angry,2,1066_s2.png,data/1_blurred/sigma_2/1066_s2.png,KL
728,1066.png,KL.AN3.169.png,JAFFE,angry,3,1066_s3.png,data/1_blurred/sigma_3/1066_s3.png,KL
729,1066.png,KL.AN3.169.png,JAFFE,angry,4,1066_s4.png,data/1_blurred/sigma_4/1066_s4.png,KL
730,1067.png,UY.HA1.137.png,JAFFE,happy,0,1067_s0.png,data/1_blurred/sigma_0/1067_s0.png,UY
731,1067.png,UY.HA1.137.png,JAFFE,happy,1,1067_s1.png,data/1_blurred/sigma_1/1067_s1.png,UY
732,1067.png,UY.HA1.137.png,JAFFE,happy,2,1067_s2.png,data/1_blurred/sigma_2/1067_s2.png,UY
733,1067.png,UY.HA1.137.png,JAFFE,happy,3,1067_s3.png,data/1_blurred/sigma_3/1067_s3.png,UY
734,1067.png,UY.HA1.137.png,JAFFE,happy,4,1067_s4.png,data/1_blurred/sigma_4/1067_s4.png,UY
735,1068.png,YM.AN1.61.png,JAFFE,angry,0,1068_s0.png,data/1_blurred/sigma_0/1068_s0.png,YM
736,1068.png,YM.AN1.61.png,JAFFE,angry,1,1068_s1.png,data/1_blurred/sigma_1/1068_s1.png,YM
737,1068.png,YM.AN1.61.png,JAFFE,angry,2,1068_s2.png,data/1_blurred/sigma_2/1068_s2.png,YM
738,1068.png,YM.AN1.61.png,JAFFE,angry,3,1068_s3.png,data/1_blurred/sigma_3/1068_s3.png,YM
739,1068.png,YM.AN1.61.png,JAFFE,angry,4,1068_s4.png,data/1_blurred/sigma_4/1068_s4.png,YM
740,1069.png,TM.DI2.194.png,JAFFE,disgust,0,1069_s0.png,data/1_blurred/sigma_0/1069_s0.png,TM
741,1069.png,TM.DI2.194.png,JAFFE,disgust,1,1069_s1.png,data/1_blurred/sigma_1/1069_s1.png,TM
742,1069.png,TM.DI2.194.png,JAFFE,disgust,2,1069_s2.png,data/1_blurred/sigma_2/1069_s2.png,TM
743,1069.png,TM.DI2.194.png,JAFFE,disgust,3,1069_s3.png,data/1_blurred/sigma_3/1069_s3.png,TM
744,1069.png,TM.DI2.194.png,JAFFE,disgust,4,1069_s4.png,data/1_blurred/sigma_4/1069_s4.png,TM
745,1070.png,KM.AN3.19.png,JAFFE,angry,0,1070_s0.png,data/1_blurred/sigma_0/1070_s0.png,KM
746,1070.png,KM.AN3.19.png,JAFFE,angry,1,1070_s1.png,data/1_blurred/sigma_1/1070_s1.png,KM
747,1070.png,KM.AN3.19.png,JAFFE,angry,2,1070_s2.png,data/1_blurred/sigma_2/1070_s2.png,KM
748,1070.png,KM.AN3.19.png,JAFFE,angry,3,1070_s3.png,data/1_blurred/sigma_3/1070_s3.png,KM
749,1070.png,KM.AN3.19.png,JAFFE,angry,4,1070_s4.png,data/1_blurred/sigma_4/1070_s4.png,KM
750,1071.png,NA.FE2.218.png,JAFFE,fear,0,1071_s0.png,data/1_blurred/sigma_0/1071_s0.png,NA
751,1071.png,NA.FE2.218.png,JAFFE,fear,1,1071_s1.png,data/1_blurred/sigma_1/1071_s1.png,NA
752,1071.png,NA.FE2.218.png,JAFFE,fear,2,1071_s2.png,data/1_blurred/sigma_2/1071_s2.png,NA
753,1071.png,NA.FE2.218.png,JAFFE,fear,3,1071_s3.png,data/1_blurred/sigma_3/1071_s3.png,NA
754,1071.png,NA.FE2.218.png,JAFFE,fear,4,1071_s4.png,data/1_blurred/sigma_4/1071_s4.png,NA
755,1072.png,NA.DI2.215.png,JAFFE,disgust,0,1072_s0.png,data/1_blurred/sigma_0/1072_s0.png,NA
756,1072.png,NA.DI2.215.png,JAFFE,disgust,1,1072_s1.png,data/1_blurred/sigma_1/1072_s1.png,NA
757,1072.png,NA.DI2.215.png,JAFFE,disgust,2,1072_s2.png,data/1_blurred/sigma_2/1072_s2.png,NA
758,1072.png,NA.DI2.215.png,JAFFE,disgust,3,1072_s3.png,data/1_blurred/sigma_3/1072_s3.png,NA
759,1072.png,NA.DI2.215.png,JAFFE,disgust,4,1072_s4.png,data/1_blurred/sigma_4/1072_s4.png,NA
760,1073.png,KL.DI1.170.png,JAFFE,disgust,0,1073_s0.png,data/1_blurred/sigma_0/1073_s0.png,KL
761,1073.png,KL.DI1.170.png,JAFFE,disgust,1,1073_s1.png,data/1_blurred/sigma_1/1073_s1.png,KL
762,1073.png,KL.DI1.170.png,JAFFE,disgust,2,1073_s2.png,data/1_blurred/sigma_2/1073_s2.png,KL
763,1073.png,KL.DI1.170.png,JAFFE,disgust,3,1073_s3.png,data/1_blurred/sigma_3/1073_s3.png,KL
764,1073.png,KL.DI1.170.png,JAFFE,disgust,4,1073_s4.png,data/1_blurred/sigma_4/1073_s4.png,KL
765,1074.png,TM.NE3.179.png,JAFFE,neutral,0,1074_s0.png,data/1_blurred/sigma_0/1074_s0.png,TM
766,1074.png,TM.NE3.179.png,JAFFE,neutral,1,1074_s1.png,data/1_blurred/sigma_1/1074_s1.png,TM
767,1074.png,TM.NE3.179.png,JAFFE,neutral,2,1074_s2.png,data/1_blurred/sigma_2/1074_s2.png,TM
768,1074.png,TM.NE3.179.png,JAFFE,neutral,3,1074_s3.png,data/1_blurred/sigma_3/1074_s3.png,TM
769,1074.png,TM.NE3.179.png,JAFFE,neutral,4,1074_s4.png,data/1_blurred/sigma_4/1074_s4.png,TM
770,1075.png,NA.NE2.200.png,JAFFE,neutral,0,1075_s0.png,data/1_blurred/sigma_0/1075_s0.png,NA
771,1075.png,NA.NE2.200.png,JAFFE,neutral,1,1075_s1.png,data/1_blurred/sigma_1/1075_s1.png,NA
772,1075.png,NA.NE2.200.png,JAFFE,neutral,2,1075_s2.png,data/1_blurred/sigma_2/1075_s2.png,NA
773,1075.png,NA.NE2.200.png,JAFFE,neutral,3,1075_s3.png,data/1_blurred/sigma_3/1075_s3.png,NA
774,1075.png,NA.NE2.200.png,JAFFE,neutral,4,1075_s4.png,data/1_blurred/sigma_4/1075_s4.png,NA
775,1076.png,MK.HA2.117.png,JAFFE,happy,0,1076_s0.png,data/1_blurred/sigma_0/1076_s0.png,MK
776,1076.png,MK.HA2.117.png,JAFFE,happy,1,1076_s1.png,data/1_blurred/sigma_1/1076_s1.png,MK
777,1076.png,MK.HA2.117.png,JAFFE,happy,2,1076_s2.png,data/1_blurred/sigma_2/1076_s2.png,MK
778,1076.png,MK.HA2.117.png,JAFFE,happy,3,1076_s3.png,data/1_blurred/sigma_3/1076_s3.png,MK
779,1076.png,MK.HA2.117.png,JAFFE,happy,4,1076_s4.png,data/1_blurred/sigma_4/1076_s4.png,MK
780,1077.png,NA.SA2.206.png,JAFFE,sad,0,1077_s0.png,data/1_blurred/sigma_0/1077_s0.png,NA
781,1077.png,NA.SA2.206.png,JAFFE,sad,1,1077_s1.png,data/1_blurred/sigma_1/1077_s1.png,NA
782,1077.png,NA.SA2.206.png,JAFFE,sad,2,1077_s2.png,data/1_blurred/sigma_2/1077_s2.png,NA
783,1077.png,NA.SA2.206.png,JAFFE,sad,3,1077_s3.png,data/1_blurred/sigma_3/1077_s3.png,NA
784,1077.png,NA.SA2.206.png,JAFFE,sad,4,1077_s4.png,data/1_blurred/sigma_4/1077_s4.png,NA
785,1078.png,KA.DI2.43.png,JAFFE,disgust,0,1078_s0.png,data/1_blurred/sigma_0/1078_s0.png,KA
786,1078.png,KA.DI2.43.png,JAFFE,disgust,1,1078_s1.png,data/1_blurred/sigma_1/1078_s1.png,KA
787,1078.png,KA.DI2.43.png,JAFFE,disgust,2,1078_s2.png,data/1_blurred/sigma_2/1078_s2.png,KA
788,1078.png,KA.DI2.43.png,JAFFE,disgust,3,1078_s3.png,data/1_blurred/sigma_3/1078_s3.png,KA
789,1078.png,KA.DI2.43.png,JAFFE,disgust,4,1078_s4.png,data/1_blurred/sigma_4/1078_s4.png,KA
790,1079.png,TM.SA2.185.png,JAFFE,sad,0,1079_s0.png,data/1_blurred/sigma_0/1079_s0.png,TM
791,1079.png,TM.SA2.185.png,JAFFE,sad,1,1079_s1.png,data/1_blurred/sigma_1/1079_s1.png,TM
792,1079.png,TM.SA2.185.png,JAFFE,sad,2,1079_s2.png,data/1_blurred/sigma_2/1079_s2.png,TM
793,1079.png,TM.SA2.185.png,JAFFE,sad,3,1079_s3.png,data/1_blurred/sigma_3/1079_s3.png,TM
794,1079.png,TM.SA2.185.png,JAFFE,sad,4,1079_s4.png,data/1_blurred/sigma_4/1079_s4.png,TM
795,1080.png,KM.HA2.5.png,JAFFE,happy,0,1080_s0.png,data/1_blurred/sigma_0/1080_s0.png,KM
796,1080.png,KM.HA2.5.png,JAFFE,happy,1,1080_s1.png,data/1_blurred/sigma_1/1080_s1.png,KM
797,1080.png,KM.HA2.5.png,JAFFE,happy,2,1080_s2.png,data/1_blurred/sigma_2/1080_s2.png,KM
798,1080.png,KM.HA2.5.png,JAFFE,happy,3,1080_s3.png,data/1_blurred/sigma_3/1080_s3.png,KM
799,1080.png,KM.HA2.5.png,JAFFE,happy,4,1080_s4.png,data/1_blurred/sigma_4/1080_s4.png,KM
800,1081.png,UY.AN1.146.png,JAFFE,angry,0,1081_s0.png,data/1_blurred/sigma_0/1081_s0.png,UY
801,1081.png,UY.AN1.146.png,JAFFE,angry,1,1081_s1.png,data/1_blurred/sigma_1/1081_s1.png,UY
802,1081.png,UY.AN1.146.png,JAFFE,angry,2,1081_s2.png,data/1_blurred/sigma_2/1081_s2.png,UY
803,1081.png,UY.AN1.146.png,JAFFE,angry,3,1081_s3.png,data/1_blurred/sigma_3/1081_s3.png,UY
804,1081.png,UY.AN1.146.png,JAFFE,angry,4,1081_s4.png,data/1_blurred/sigma_4/1081_s4.png,UY
805,1082.png,NA.SU3.210.png,JAFFE,surprise,0,1082_s0.png,data/1_blurred/sigma_0/1082_s0.png,NA
806,1082.png,NA.SU3.210.png,JAFFE,surprise,1,1082_s1.png,data/1_blurred/sigma_1/1082_s1.png,NA
807,1082.png,NA.SU3.210.png,JAFFE,surprise,2,1082_s2.png,data/1_blurred/sigma_2/1082_s2.png,NA
808,1082.png,NA.SU3.210.png,JAFFE,surprise,3,1082_s3.png,data/1_blurred/sigma_3/1082_s3.png,NA
809,1082.png,NA.SU3.210.png,JAFFE,surprise,4,1082_s4.png,data/1_blurred/sigma_4/1082_s4.png,NA
810,1083.png,KM.FE3.25.png,JAFFE,fear,0,1083_s0.png,data/1_blurred/sigma_0/1083_s0.png,KM
811,1083.png,KM.FE3.25.png,JAFFE,fear,1,1083_s1.png,data/1_blurred/sigma_1/1083_s1.png,KM
812,1083.png,KM.FE3.25.png,JAFFE,fear,2,1083_s2.png,data/1_blurred/sigma_2/1083_s2.png,KM
813,1083.png,KM.FE3.25.png,JAFFE,fear,3,1083_s3.png,data/1_blurred/sigma_3/1083_s3.png,KM
814,1083.png,KM.FE3.25.png,JAFFE,fear,4,1083_s4.png,data/1_blurred/sigma_4/1083_s4.png,KM
815,1084.png,MK.SA2.120.png,JAFFE,sad,0,1084_s0.png,data/1_blurred/sigma_0/1084_s0.png,MK
816,1084.png,MK.SA2.120.png,JAFFE,sad,1,1084_s1.png,data/1_blurred/sigma_1/1084_s1.png,MK
817,1084.png,MK.SA2.120.png,JAFFE,sad,2,1084_s2.png,data/1_blurred/sigma_2/1084_s2.png,MK
818,1084.png,MK.SA2.120.png,JAFFE,sad,3,1084_s3.png,data/1_blurred/sigma_3/1084_s3.png,MK
819,1084.png,MK.SA2.120.png,JAFFE,sad,4,1084_s4.png,data/1_blurred/sigma_4/1084_s4.png,MK
820,1085.png,KL.SU1.164.png,JAFFE,surprise,0,1085_s0.png,data/1_blurred/sigma_0/1085_s0.png,KL
821,1085.png,KL.SU1.164.png,JAFFE,surprise,1,1085_s1.png,data/1_blurred/sigma_1/1085_s1.png,KL
822,1085.png,KL.SU1.164.png,JAFFE,surprise,2,1085_s2.png,data/1_blurred/sigma_2/1085_s2.png,KL
823,1085.png,KL.SU1.164.png,JAFFE,surprise,3,1085_s3.png,data/1_blurred/sigma_3/1085_s3.png,KL
824,1085.png,KL.SU1.164.png,JAFFE,surprise,4,1085_s4.png,data/1_blurred/sigma_4/1085_s4.png,KL
825,1086.png,YM.SA3.57.png,JAFFE,sad,0,1086_s0.png,data/1_blurred/sigma_0/1086_s0.png,YM
826,1086.png,YM.SA3.57.png,JAFFE,sad,1,1086_s1.png,data/1_blurred/sigma_1/1086_s1.png,YM
827,1086.png,YM.SA3.57.png,JAFFE,sad,2,1086_s2.png,data/1_blurred/sigma_2/1086_s2.png,YM
828,1086.png,YM.SA3.57.png,JAFFE,sad,3,1086_s3.png,data/1_blurred/sigma_3/1086_s3.png,YM
829,1086.png,YM.SA3.57.png,JAFFE,sad,4,1086_s4.png,data/1_blurred/sigma_4/1086_s4.png,YM
830,1087.png,KR.FE2.90.png,JAFFE,fear,0,1087_s0.png,data/1_blurred/sigma_0/1087_s0.png,KR
831,1087.png,KR.FE2.90.png,JAFFE,fear,1,1087_s1.png,data/1_blurred/sigma_1/1087_s1.png,KR
832,1087.png,KR.FE2.90.png,JAFFE,fear,2,1087_s2.png,data/1_blurred/sigma_2/1087_s2.png,KR
833,1087.png,KR.FE2.90.png,JAFFE,fear,3,1087_s3.png,data/1_blurred/sigma_3/1087_s3.png,KR
834,1087.png,KR.FE2.90.png,JAFFE,fear,4,1087_s4.png,data/1_blurred/sigma_4/1087_s4.png,KR
835,1088.png,KA.SA1.33.png,JAFFE,sad,0,1088_s0.png,data/1_blurred/sigma_0/1088_s0.png,KA
836,1088.png,KA.SA1.33.png,JAFFE,sad,1,1088_s1.png,data/1_blurred/sigma_1/1088_s1.png,KA
837,1088.png,KA.SA1.33.png,JAFFE,sad,2,1088_s2.png,data/1_blurred/sigma_2/1088_s2.png,KA
838,1088.png,KA.SA1.33.png,JAFFE,sad,3,1088_s3.png,data/1_blurred/sigma_3/1088_s3.png,KA
839,1088.png,KA.SA1.33.png,JAFFE,sad,4,1088_s4.png,data/1_blurred/sigma_4/1088_s4.png,KA
840,1089.png,UY.FE1.152.png,JAFFE,fear,0,1089_s0.png,data/1_blurred/sigma_0/1089_s0.png,UY
841,1089.png,UY.FE1.152.png,JAFFE,fear,1,1089_s1.png,data/1_blurred/sigma_1/1089_s1.png,UY
842,1089.png,UY.FE1.152.png,JAFFE,fear,2,1089_s2.png,data/1_blurred/sigma_2/1089_s2.png,UY
843,1089.png,UY.FE1.152.png,JAFFE,fear,3,1089_s3.png,data/1_blurred/sigma_3/1089_s3.png,UY
844,1089.png,UY.FE1.152.png,JAFFE,fear,4,1089_s4.png,data/1_blurred/sigma_4/1089_s4.png,UY
845,1090.png,NM.SA3.100.png,JAFFE,sad,0,1090_s0.png,data/1_blurred/sigma_0/1090_s0.png,NM
846,1090.png,NM.SA3.100.png,JAFFE,sad,1,1090_s1.png,data/1_blurred/sigma_1/1090_s1.png,NM
847,1090.png,NM.SA3.100.png,JAFFE,sad,2,1090_s2.png,data/1_blurred/sigma_2/1090_s2.png,NM
848,1090.png,NM.SA3.100.png,JAFFE,sad,3,1090_s3.png,data/1_blurred/sigma_3/1090_s3.png,NM
849,1090.png,NM.SA3.100.png,JAFFE,sad,4,1090_s4.png,data/1_blurred/sigma_4/1090_s4.png,NM
850,1091.png,KL.SU3.166.png,JAFFE,surprise,0,1091_s0.png,data/1_blurred/sigma_0/1091_s0.png,KL
851,1091.png,KL.SU3.166.png,JAFFE,surprise,1,1091_s1.png,data/1_blurred/sigma_1/1091_s1.png,KL
852,1091.png,KL.SU3.166.png,JAFFE,surprise,2,1091_s2.png,data/1_blurred/sigma_2/1091_s2.png,KL
853,1091.png,KL.SU3.166.png,JAFFE,surprise,3,1091_s3.png,data/1_blurred/sigma_3/1091_s3.png,KL
854,1091.png,KL.SU3.166.png,JAFFE,surprise,4,1091_s4.png,data/1_blurred/sigma_4/1091_s4.png,KL
855,1092.png,KA.SU1.36.png,JAFFE,surprise,0,1092_s0.png,data/1_blurred/sigma_0/1092_s0.png,KA
856,1092.png,KA.SU1.36.png,JAFFE,surprise,1,1092_s1.png,data/1_blurred/sigma_1/1092_s1.png,KA
857,1092.png,KA.SU1.36.png,JAFFE,surprise,2,1092_s2.png,data/1_blurred/sigma_2/1092_s2.png,KA
858,1092.png,KA.SU1.36.png,JAFFE,surprise,3,1092_s3.png,data/1_blurred/sigma_3/1092_s3.png,KA
859,1092.png,KA.SU1.36.png,JAFFE,surprise,4,1092_s4.png,data/1_blurred/sigma_4/1092_s4.png,KA
860,1093.png,NM.SU2.102.png,JAFFE,surprise,0,1093_s0.png,data/1_blurred/sigma_0/1093_s0.png,NM
861,1093.png,NM.SU2.102.png,JAFFE,surprise,1,1093_s1.png,data/1_blurred/sigma_1/1093_s1.png,NM
862,1093.png,NM.SU2.102.png,JAFFE,surprise,2,1093_s2.png,data/1_blurred/sigma_2/1093_s2.png,NM
863,1093.png,NM.SU2.102.png,JAFFE,surprise,3,1093_s3.png,data/1_blurred/sigma_3/1093_s3.png,NM
864,1093.png,NM.SU2.102.png,JAFFE,surprise,4,1093_s4.png,data/1_blurred/sigma_4/1093_s4.png,NM
865,1094.png,KA.HA1.29.png,JAFFE,happy,0,1094_s0.png,data/1_blurred/sigma_0/1094_s0.png,KA
866,1094.png,KA.HA1.29.png,JAFFE,happy,1,1094_s1.png,data/1_blurred/sigma_1/1094_s1.png,KA
867,1094.png,KA.HA1.29.png,JAFFE,happy,2,1094_s2.png,data/1_blurred/sigma_2/1094_s2.png,KA
